1905 03 04 2317 149.105 -4.635 15.0 7.01 MW 
1913 05 30 1147 151.512 -4.789 15.0 7.36 MW 
1914 05 18 2342 150.609 -4.634 15.0 6.13 MW 
1926 04 08 1020 147.857 -3.585 25.0 6.30 MW 
1926 08 19 1351 147.330 -4.372 15.0 6.35 MW 
1929 12 16 1125 151.811 -4.437 35.0 6.23 MW 
1934 02 09 0928 152.038 -4.477 15.0 6.40 MW 
1934 02 28 1421 150.649 -5.346 15.0 7.03 MW 
1934 03 20 0238 149.068 -5.074 15.0 6.33 MW 
1934 11 16 1342 147.400 -4.719 15.0 6.26 MW 
1934 06 15 0252 148.134 -6.161 35.0 5.92 MW 
1937 08 05 1443 149.991 -5.749 35.0 6.29 MW 
1941 01 13 1627 151.968 -4.211 15.0 7.19 MW 
1937 07 19 0253 148.816 -6.083 35.0 6.18 MW 
1951 11 22 0204 152.046 -4.805 45.0 6.23 MW 
1952 10 11 0014 150.260 -5.127 15.0 6.35 MW 
1957 04 20 1230 147.813 -6.118 35.0 6.22 MW 
1938 07 23 2300 146.208 -5.017 25.0 5.75 MW 
1939 03 07 0154 148.146 -5.507 35.0 6.10 MW 
1952 11 16 0738 149.918 -5.706 35.0 6.14 MW 
1956 01 28 0742 151.816 -4.418 50.0 6.04 MW 
1959 04 20 0327 148.886 -6.021 53.0 6.04 MW 
1963 03 31 0707 148.976 -6.013 35.0 6.13 MW 
1964 01 14 1538 150.780 -5.252 160.8 5.89 MW 
1964 11 18 1434 148.145 -6.056 55.0 6.14 MW 
1965 03 04 0148 146.993 -5.487 200.0 5.70 MW 
1967 11 14 0528 147.112 -5.460 210.0 5.93 MW 
1972 01 06 0030 151.819 -4.611 162.3 6.10 MW 
1972 07 30 2013 152.320 -4.617 10.0 6.03 MW 
1972 09 19 1508 148.155 -5.793 195.1 5.85 MW 
1973 10 01 2344 151.458 -4.455 220.4 5.81 MW 
1975 12 18 0023 151.240 -5.040 115.0 5.63 MW 
1976 04 28 0759 150.011 -4.544 520.0 5.62 MW 
1977 06 05 1519 152.017 -4.522 120.0 5.69 MW 
1978 01 24 1532 148.846 -6.014 79.5 6.11 MW gcmt
1978 10 15 0536 148.144 -5.640 160.0 5.76 MW gcmt
1980 06 04 0931 151.415 -5.103 90.2 5.95 MW gcmt
1981 04 10 0023 147.374 -3.993 10.0 5.96 MW gcmt
1981 12 11 0945 148.141 -6.016 67.8 6.17 MW gcmt
1981 12 23 0030 150.607 -3.815 459.7 5.94 MW gcmt
1984 04 13 2205 148.306 -5.695 178.0 6.09 MW gcmt
1987 06 02 1644 152.023 -4.465 145.0 5.58 MW gcmt
1988 12 24 1309 149.827 -5.171 370.7 5.81 MW gcmt
1989 04 02 1043 146.858 -5.384 237.3 5.61 MW gcmt
