1905 03 04 1559 151.225 -6.639 15.0 6.96 MW 
1910 09 07 0711 150.886 -6.452 15.0 6.67 MW 
1913 05 21 1348 153.100 -6.511 15.0 6.31 MW 
1916 09 03 0713 154.175 -7.245 35.0 6.45 MW 
1917 10 29 2036 152.949 -5.995 15.0 6.33 MW 
1919 03 21 1601 153.888 -6.743 15.0 6.31 MW 
1926 03 22 1829 150.317 -6.964 15.0 6.28 MW 
1926 03 27 1048 157.328 -8.962 15.0 7.06 MW 
1935 09 19 0226 151.386 -6.725 15.0 6.22 MW 
1937 09 23 1306 154.083 -6.677 35.0 6.91 MW 
1939 06 08 1524 152.413 -6.388 25.0 5.79 MW 
1946 08 11 0154 155.669 -8.151 20.0 6.51 MW 
1960 03 12 2030 152.444 -6.104 35.0 6.28 MW 
1963 08 22 1952 158.403 -9.473 15.0 6.27 MW 
1951 08 06 1510 152.819 -6.384 35.0 6.08 MW 
1957 03 18 2114 152.597 -6.044 30.0 6.14 MW 
1965 09 12 0840 151.651 -6.209 15.0 6.12 MW 
1967 06 28 0014 157.752 -9.543 25.0 5.62 MW 
1976 05 09 2044 154.781 -7.452 15.0 6.18 MW 
1976 06 09 1630 151.472 -6.437 35.0 5.67 MW 
1977 03 08 0807 156.370 -8.313 15.0 5.85 MW gcmt
1979 09 24 0624 154.401 -7.217 20.0 5.68 MW 
1980 04 25 2106 152.223 -6.623 15.0 5.73 MW gcmt
1984 02 28 0005 156.367 -8.839 10.0 5.72 MW gcmt
1986 02 24 1941 156.785 -8.880 25.0 6.17 MW gcmt
1988 08 06 0626 151.016 -7.025 38.3 5.98 MW gcmt
